taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Phylum,Class,Order,Family,Genus,Species,Cultured,Habitat,Genome Size   * assembled,Gene Count   * assembled
2881994925,Archaea,Permanent Draft,Haloferacaceae archaeon SYSU A00711 genome sequencing,Haloferacaceae archaeon SYSU A00711,Sun Yat-Sen University,2881994925,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,unclassified,Haloferacaceae archaeon SYSU A00711,Yes,,4891127,5126
2860335264,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Methanococcus maripaludis C14,DOE Joint Genome Institute (JGI),2860335264,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,Yes,,1787227,1945
2617270925,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Natronorubrum sediminis CGMCC 1.8981,DOE Joint Genome Institute (JGI),2617270925,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,Natronorubrum sediminis,Yes,,3782545,3738
648028003,Archaea,Finished,Acidilobus saccharovorans 345-15,Acidilobus saccharovorans 345-15,"Russian Academy of Science, Centre Bioengineering",648028003,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,Acidilobus saccharovorans,Yes,"Fresh water, Hot spring",1496453,1547
2540341077,Archaea,Finished,Methanosarcina mazei Tuc01,Methanosarcina mazei Tuc01,Rede Paraense de Genomica e Proteomica,2540341077,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,3427949,3301
2648501262,Archaea,Finished,Genome sequencing of Sulfolobus solfataricus strains - University of Nebraska-Lincoln,Saccharolobus solfataricus SULA,University of Nebraska-Lincoln,2648501262,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus solfataricus,Yes,,2727337,3074
2667528016,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 1.H.A.2.3,"University of Illinois, Urbana-Champaign",2667528016,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4087374,3605
640069332,Archaea,Finished,Diverse archaeal organisms,"Staphylothermus marinus F1, DSM 3639",DOE Joint Genome Institute (JGI),640069332,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Staphylothermus marinus,Yes,"Aquatic, Hot spring, Marine, Sediment",1570485,1659
2657245426,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 1.H.T.2.3,"University of Illinois, Urbana-Champaign",2657245426,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,3967951,3477
2681813123,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 2.F.T.0.2,"University of Illinois, Urbana-Champaign",2681813123,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4089677,3618
2596583670,Archaea,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Halobacterium salinarum DSM 668,DOE Joint Genome Institute (JGI),2596583670,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum,Yes,,2513144,2660
646564548,Archaea,Finished,"CSP_787660, Methanoarchaea",Methanocaldococcus sp. FS406-22,DOE Joint Genome Institute (JGI),646564548,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus sp. FS406-22,Yes,"Aquatic, Deep sea, Hot spring, Hydrothermal vent, Marine",1773136,1893
2703719067,Archaea,Permanent Draft,"Subsurface microbial communities from deep shales in Ohio and West Virginia, USA",Methanohalophilus euhalobius WG-1MB,DOE Joint Genome Institute (JGI),2703719067,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus euhalobius,Yes,,1940298,2096
649633067,Archaea,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Methanothermus fervidus V24S, DSM 2088",DOE Joint Genome Institute (JGI),649633067,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanothermaceae,Methanothermus,Methanothermus fervidus,Yes,"Aquatic, Hot spring",1243342,1352
2651870118,Archaea,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Halopenitus malekzadehii IBRC-M10418,DOE Joint Genome Institute (JGI),2651870118,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halopenitus,Halopenitus malekzadehii,Yes,,3136824,3202
2636415780,Archaea,Finished,"Complete Genome Sequence of the Hydrogenotrophic Archaeon Methanobacterium sp., Isolated from a Production-Scale Biogas Plant",Methanobacterium sp. MB1,Bielefeld University,2636415780,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp. MB1,Yes,,2029766,2068
640753035,Archaea,Finished,5 mesophilic methanococci Proposal # 0179-051115,Methanococcus maripaludis C7,DOE Joint Genome Institute (JGI),640753035,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,Yes,"Marine, Sediment",1772694,1858
2667527398,Archaea,Permanent Draft,Genome sequence of Methanogenic archaeon ISO4-G1,Unclassified archaeon ISO4-G1,AgResearch Limited,2667527398,Euryarchaeota,Methanomicrobia,Methanomicrobiales,unclassified,unclassified,methanogenic archaeon mixed culture ISO4-G1,Yes,,1593503,1549
2660238247,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 1.H.M.2.4,"University of Illinois, Urbana-Champaign",2660238247,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4068400,3606
2627853753,Archaea,Finished,Methanogenic archaea and the global carbon cycle UIUC,Methanosarcina siciliae C2J,"University of Illinois, Urbana-Champaign",2627853753,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina siciliae,Yes,,5427890,4798
2576861807,Archaea,Permanent Draft,Halostagnicola sp. A56 Genome sequencing,Halostagnicola sp. A56,Agharkar Research Institute,2576861807,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halostagnicola,Halostagnicola sp. A56,Yes,,4644967,4091
2693429898,Archaea,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Halohasta litchfieldiae DSM 22187,DOE Joint Genome Institute (JGI),2693429898,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halohasta,Halohasta litchfieldiae,Yes,,3284590,3489
2521172713,Archaea,Finished,"Haloferax mediterranei R-4, ATCC 33500",Haloferax mediterranei R-4,Chinese Academy of Sciences,2521172713,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax mediterranei,Yes,Fresh water,3904707,3927
650716053,Archaea,Finished,Genome sequencing and comparison of novel methanogens from peatlands and bioreactors,Methanobacterium paludis SWAN-1,DOE Joint Genome Institute (JGI),650716053,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium paludis,Yes,,2546541,2500
2853968202,Archaea,Permanent Draft,Haloterrigena salifodinae ZY19,Haloterrigena salifodinae ZY19,Anhui University,2853968202,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,Haloterrigena salifodinae,Yes,,4960699,4928
2791355014,Archaea,Permanent Draft,Methanobacterium bryantii M.o.H. genome sequencing,Methanobacterium bryantii M.o.H.,"University of California, Santa Barbara",2791355014,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium bryantii,Yes,,3459568,3367
2802429334,Archaea,Finished,Halopenitus persicus CBA1233 genome sequencing,Halopenitus persicus CBA1233,Korea Basic Science Institute (KBSI),2802429334,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halopenitus,Halopenitus persicus,Yes,,3105937,3128
2681813026,Archaea,Permanent Draft,Methanosarcina project at The University of Tokyo,Methanosarcina mazei JCM 9314,University of Tokyo,2681813026,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4197534,5835
2554235500,Archaea,Permanent Draft,Haloarchaeal genomes,Haloferax larsenii JCM 13917,"University of California, Davis",2554235500,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax larsenii,Yes,,3697948,3684
650377982,Archaea,Finished,Sulfolobus islandicus REY15A,Sulfolobus islandicus REY15A,Chinese Academy of Sciences,650377982,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Yes,"Fresh water, Hydrothermal vent, Solfataric field, Sulfur spring",2522992,2753
2806310686,Archaea,Finished,"Halobiforma lacisalsi AJ5, JCM 12983","Halobiforma lacisalsi AJ5, JCM 12983",Zhejiang University,2806310686,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halobiforma,Halobiforma lacisalsi,Yes,"Aquatic, Fresh water",4381543,4432
2883611124,Archaea,Permanent Draft,Halosimplex sp. TH32 genome sequencing,Halosimplex sp. TH32,Jiangsu University,2883611124,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,Halosimplex sp. TH32,Yes,,4467366,4469
2681813124,Archaea,Permanent Draft,"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA",Methanosarcina mazei 2.F.T.2.6,"University of Illinois, Urbana-Champaign",2681813124,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Yes,,4053120,3608
2565956561,Archaea,Finished,Methanogenic Thermoplasmatales-affiliated Archaea,Thermoplasmatales archaeon BRNA1,Commonwealth Scientific and Industrial Research Organisation (CSIRO),2565956561,Candidatus Thermoplasmatota,Thermoplasmata,Thermoplasmatales,unclassified,unclassified,Thermoplasmatales archaeon BRNA1,Yes,,1461105,1577
2684622724,Archaea,Permanent Draft,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius NG05B_CO5_02,"University of Illinois, Urbana-Champaign",2684622724,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2240112,2466
640753034,Archaea,Finished,5 mesophilic methanococci Proposal # 0179-051115,Methanococcus aeolicus Nankai-3,DOE Joint Genome Institute (JGI),640753034,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus aeolicus,Yes,"Marine, Sediment",1569500,1554
644736412,Archaea,Finished,Thermococcus sibiricus MM 739,Thermococcus sibiricus MM 739,"Russian Academy of Science, Centre Bioengineering",644736412,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sibiricus,Yes,Hot spring,1845800,2085
2758568020,Archaea,Finished,Thermococcales genome sequencing,Thermococcus chitonophagus GC74,Ecole Normale Superieure de Lyon,2758568020,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus chitonophagus,Yes,,1961979,2283
637000187,Archaea,Finished,"Natronomonas pharaonis Gabara, DSM 2160","Natronomonas pharaonis Gabara, DSM 2160",Max Planck Institute,637000187,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas pharaonis,Yes,"Aquatic, Fresh water",2749696,2895
2695420318,Archaea,Permanent Draft,Complete genome analysis for Halolamina sediminis strain halo7 isolated from solar saltern,Halolamina sediminis halo7,Jeju National University,2695420318,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halolamina,Halolamina sediminis,Yes,,2835858,2938
2518645582,Archaea,Permanent Draft,Methanomassiliicoccus luminyensis B10,Methanomassiliicoccus luminyensis B10,Aix-Marseille University,2518645582,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,Methanomassiliicoccus luminyensis,Yes,"Feces, Gastrointestinal tract, Host",2620233,2669
2563366543,Archaea,Finished,Methanococcus maripaludis S2,Methanococcus maripaludis S2,University of Washington,2563366543,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,Yes,"Aquatic, Hypersaline sediment, Salt marsh, Sediment",1661137,1772
2503044003,Archaea,Permanent Draft,Site 04 Desulfuro,Desulfurococcales archaeon,,2503044003,Crenarchaeota,Thermoprotei,Desulfurococcales,unclassified,unclassified,unclassified,Yes,,1533011,1745
2505313064,Archaea,Permanent Draft,Thermofilum sp.,Thermofilum sp.,,2505313064,unclassified,unclassified,unclassified,Thermofilaceae,Thermofilum,unclassified,Yes,Hot spring,3521254,2297
643692049,Archaea,Finished,LGT in Sulfolobus islandicus,Sulfolobus islandicus Y.N.15.51,DOE Joint Genome Institute (JGI),643692049,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Yes,Hot spring,2854410,3318
2529293100,Archaea,Permanent Draft,"Halobiforma lacisalsi AJ5, JCM 12983","Halobiforma lacisalsi AJ5, JCM 12983","University of California, Davis",2529293100,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halobiforma,Halobiforma lacisalsi,Yes,"Aquatic, Fresh water",4338576,4199
638154504,Archaea,Finished,Halobacterium sp. NRC-1,Halobacterium salinarum NRC-1,"University of Massachusetts, University of Washington",638154504,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum,Yes,"Extreme, Saline water, Sea water",2571010,2728
2913348608,Archaea,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Methanolobus bombayensis DSM 7082,DOE Joint Genome Institute (JGI),2913348608,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus bombayensis,Yes,,3122090,2993
2630968669,Archaea,Finished,Methanogenic archaea and the global carbon cycle UIUC,Methanosarcina barkeri Wiesmoor,"University of Illinois, Urbana-Champaign",2630968669,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,Yes,,4907186,4143
2548876771,Archaea,Permanent Draft,"Study the patterns of natural variation and gene flow, as well as virus-host coevolution in thermophilic Archaea",Sulfolobus islandicus M.16.13,University of Illinois,2548876771,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,Yes,,2635815,3035
2521172719,Archaea,Finished,Pyrococcus sp. ST04,Pyrococcus sp. ST04,Kyunghee University,2521172719,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus sp. ST04,Yes,"Aquatic, Hot spring, Marine",1736885,1798
2554235505,Archaea,Permanent Draft,Haloarchaeal genomes,Haloterrigena salina JCM 13891,"University of California, Davis",2554235505,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,Haloterrigena salina,Yes,"Aquatic, Fresh water",4841607,4621
650716056,Archaea,Finished,"CSP_787660, Methanoarchaea","Methanotorris igneus Kol5, DSM 5666",DOE Joint Genome Institute (JGI),650716056,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanotorris,Methanotorris igneus,Yes,"Marine, Submarine",1854197,1843
646564534,Archaea,Finished,Comparative genomics of the Archaea,"Ferroglobus placidus AEDII12DO, DSM 10642",DOE Joint Genome Institute (JGI),646564534,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,Ferroglobus placidus,Yes,"Aquatic, Fresh water, Hot spring, Hydrothermal vent",2196266,2622
2778260947,Archaea,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Haloarcula quadrata DSM 11927,DOE Joint Genome Institute (JGI),2778260947,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula quadrata,Yes,,4459149,4873
2681813028,Archaea,Permanent Draft,Genome sequencing of Thermococcus peptonophilus JCM 9653,Thermococcus peptonophilus JCM 9653,University of Tokyo,2681813028,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus peptonophilus,Yes,,1905922,3367
646564573,Archaea,Finished,Comparative genomics of the Archaea,"Staphylothermus hellenicus P8, DSM 12710",DOE Joint Genome Institute (JGI),646564573,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Staphylothermus hellenicus,Yes,"Aquatic, Fresh water, Hot spring, Hydrothermal vent",1580347,1716
2627853629,Archaea,Finished,Methanogenic archaea and the global carbon cycle UIUC,Methanosarcina sp. Kolksee,"University of Illinois, Urbana-Champaign",2627853629,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. Kolksee,Yes,,4553495,3809
2505679073,Archaea,Finished,Methanocella sp. RC-I,Methanocella arvoryzae MRE50,Max Planck Institute,2505679073,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella,Methanocella arvoryzae,Yes,"Host, Soil",3179916,3177
2660238001,Archaea,Finished,Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park,Sulfolobus acidocaldarius GG12-C01-09,"University of Illinois, Urbana-Champaign",2660238001,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,Yes,,2220582,2458
